LOCATION,SHOT_NUMBER,DRIBBLES,TOUCH_TIME,SHOT_DIST,SHOT_RESULT,CLOSE_DEF_DIST,TIME_SPENT_QUATER_SEC,GAME_TIME_TOTAL,CONTESTED,CLUTCH
0,1,0.825041456167645,0.8203113144715967,-0.7395949531257258,0,-1.0119897799237663,-0.9491663967479598,-1.440773772994905,1,0
0,2,0.6374509978265263,0.47752706083470675,-0.9134957729416968,0,-0.5042444791168129,-0.08385688081130725,-1.2268192583996085,0,0
0,3,-0.8632726689024244,-0.015225303768322868,1.0211508475109823,1,-0.20557077275978164,0.3464075193781885,-1.1204330356726655,0,0
0,5,-0.4880917522201867,-0.636521763485186,-1.1634782014271554,1,-0.20557077275978164,-1.2742550546689122,-0.6700646927952736,0,0
0,6,0.44986053948540744,0.5632231242439293,-0.8808893692262022,0,-1.1911940037379853,-0.11254117415727363,-0.3828218914325275,1,0
0,7,-0.8632726689024244,-1.214970191497438,-1.1852158039041518,1,-0.8626529267452506,-0.11254117415727363,-0.3828218914325275,1,0
0,8,-0.8632726689024244,0.284710918163956,1.0211508475109823,0,-0.47437710848110975,-0.59061272992338,0.35006097624196864,0,0
0,9,-0.8632726689024244,-1.0007300329743818,1.0972324561804696,0,0.9891240526683439,1.0921991463733145,0.7661493140184568,0,0
0,10,-0.6756822105613055,-0.6579457793374917,0.1733843509081229,1,0.1528376748686561,1.2356206131031464,0.8016113882607712,0,0
0,12,0.6374509978265263,0.456103044982401,-0.9243645741801951,0,-0.5042444791168129,-0.24162049421412235,1.2874418053804775,0,0
0,13,-0.11291083553794905,-0.6150977476328804,-1.141740598950159,1,0.5112461224970939,-0.021707578561713427,1.3418169858853595,0,0
0,14,-0.8632726689024244,-0.293737509848296,1.3146084809504333,1,0.003500821690140549,0.48026755499269824,1.4659342457334597,0,0
0,15,-0.8632726689024244,-0.9150339695651591,1.4124276920969172,1,-0.14583603148837523,0.6762768928568019,1.5143990805312892,0,0
0,16,3.2637174146021897,3.4340412484528833,-1.2178222076196463,1,0.003500821690140549,1.4077263731789447,1.6952556591670922,0,0
1,1,2.1381746645554767,1.848664075382267,0.10817154347713376,1,0.18270504550435931,-1.5228522636672874,-1.5826220699641624,0,0
1,2,-0.4880917522201867,-0.1651934147344621,0.6516116054020437,0,-0.2653055140311878,-1.178640743515691,-1.497513091782608,0,0
1,3,0.825041456167645,0.22043887060703915,-1.033052586565177,1,-1.2509287450093913,-0.59061272992338,-1.3521185873891193,1,0
1,4,0.6374509978265263,0.9488554095854304,0.33641636948559567,1,0.12297030423295291,0.159959612629407,-1.166533732187674,0,0
1,5,1.5754032895321202,1.2273676156654036,0.9559380400799932,0,0.1528376748686561,1.0921991463733145,-0.936030249612631,0,0
1,6,-0.3005012938790679,-0.6793697951897972,-0.38092451225528506,1,-0.3250402553025941,1.125664155276942,-0.9277557656227577,0,0
1,7,1.5754032895321202,1.2916396632223204,-1.1852158039041518,1,-0.2951728846668909,1.3264542086987066,-0.8781088616835176,0,0
1,8,1.762993747873239,1.8272400595299612,-0.6417757419792419,0,-0.3250402553025941,1.584612848812404,-0.8142771280473519,0,1
1,9,-0.3005012938790679,0.9488554095854304,0.8689876301720076,1,0.003500821690140549,-1.6758351615124414,-0.7693585006737537,0,0
1,10,2.513355581237714,2.619928646065269,-0.9787085803726859,0,-1.2509287450093913,-1.4559222458600325,-0.7149833201688717,1,0
1,11,-0.8632726689024244,-1.214970191497438,-1.0656589902806717,0,-1.2509287450093913,-1.4511415303023716,-0.7138012510274613,1,0
1,12,-0.6756822105613055,-0.7436418427467141,-1.1200029964731628,1,-1.0418571505594694,-1.2121057524193184,-0.6546977939569374,1,0
1,13,-0.4880917522201867,-0.7436418427467141,0.6733492078790398,0,0.2723071574114685,-1.1021492945931137,-0.6275102037044964,0,0
1,14,0.6374509978265263,0.3275589498685673,-0.8808893692262022,1,-1.2509287450093913,1.1161027241616197,-0.07903012209003474,1,0
1,15,-0.11291083553794905,-0.48655365251904664,-1.2721662138121372,1,1.3773998709324848,1.512902115447488,0.01908161664703491,0,0
1,17,0.2622700811442886,-0.27231349399599025,-0.3374493073012925,0,-0.2951728846668909,-1.565878703686237,0.10891887139423122,0,0
1,18,-0.4880917522201867,0.07047075964089972,-1.2721662138121372,1,-0.95225503865236,-1.4176765213987441,0.14556301477795602,1,0
1,19,-0.6756822105613055,-0.9364579854174648,-0.8917581704647005,1,-0.534111849752516,-0.5762705832503968,0.3536071836662001,0,0
1,20,-0.8632726689024244,-1.0007300329743818,-1.3699854249586212,0,0.7501850875827187,-0.44719126319354807,0.385523050484283,0,0
1,21,-0.11291083553794905,-0.12234538302985101,0.5537923942555597,1,0.2125724161400625,-0.05517258746534087,0.48245272007994217,0,0
1,22,0.825041456167645,0.7774632827669856,-0.8700205679877041,0,-0.8626529267452506,0.0930295948221521,0.519096863463667,1,0
1,23,-0.11291083553794905,1.0131274571423474,0.30380996577010155,0,0.03336819232584353,0.18386319041771232,0.541556177150466,0,0
0,1,-0.3005012938790679,-0.3794335732575185,-1.2069534063811482,1,-0.9223876680166568,-1.6328087214934919,-1.6098096602166034,1,0
0,2,-0.3005012938790679,-0.40085758910982416,-0.4896125246402671,0,-0.2951728846668909,-1.054342139016503,-1.4667792941059354,0,0
0,3,1.0126319145087639,1.1630955681084867,-1.033052586565177,1,-0.6535813322953287,-0.45197197875120915,-1.3178385822882153,0,0
